stage,suite,task,seed,cond,repeat,dir,success,turns,planner_calls,tokens,perc,act,maxred,env_steps,reason,wall_s
P1,libero_spatial_task,9,6,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:24:06_hardcap_libero_spatial_task_t9_s6_r3,True,34,34,2896509,18,10,7,10,success,557.0
P1,libero_spatial_task,9,7,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:27:39_hardcap_libero_spatial_task_t9_s7_r3,True,37,37,3131372,16,8,7,8,success,466.0
P1,libero_spatial_task,9,7,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:26:25_hardcap_libero_spatial_task_t9_s7_r1,True,31,31,2666064,16,8,7,8,success,564.0
P1,libero_spatial_task,9,6,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:24:01_hardcap_libero_spatial_task_t9_s6_r2,True,40,40,3493768,22,13,6,13,success,791.0
P1,libero_spatial_task,9,8,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:29:41_hardcap_libero_spatial_task_t9_s8_r1,True,34,34,4379914,21,8,8,8,success,522.0
P1,libero_spatial_task,9,7,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:27:11_hardcap_libero_spatial_task_t9_s7_r2,True,40,40,3329024,20,20,7,19,success,734.0
P1,libero_spatial_task,9,8,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:29:57_hardcap_libero_spatial_task_t9_s8_r2,False,40,40,3706459,23,11,7,11,placement_fail,657.0
P1,libero_spatial_task,9,8,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:30:39_hardcap_libero_spatial_task_t9_s8_r3,False,40,40,3806421,22,12,7,12,placement_fail,660.0
P1,libero_spatial_task,9,9,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:35:25_hardcap_libero_spatial_task_t9_s9_r2,True,26,26,1175484,12,10,6,10,success,444.0
P1,libero_spatial_task,9,9,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:33:23_hardcap_libero_spatial_task_t9_s9_r1,False,40,40,3546329,27,9,9,9,grasp_fail,580.0
P1,libero_spatial_task,9,10,hardcap,2,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:38:24_hardcap_libero_spatial_task_t9_s10_r2,True,30,30,1479839,23,11,7,10,success,528.0
P1,libero_spatial_task,9,10,hardcap,1,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:37:13_hardcap_libero_spatial_task_t9_s10_r1,False,40,40,3681827,21,13,5,13,placement_fail,603.0
P1,libero_spatial_task,9,9,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:35:50_hardcap_libero_spatial_task_t9_s9_r3,False,40,40,3401039,20,15,8,15,placement_fail,721.0
P1,libero_spatial_task,9,10,hardcap,3,/hw-tbo/yjx/workspace/RPent/logs/pg_exp/20260818-10:39:25_hardcap_libero_spatial_task_t9_s10_r3,False,40,40,3497765,19,14,7,14,placement_fail,587.0
